duplicate_layers,duplication_counts,accuracy,f1,precision,recall,acc_diff,f1_diff,precision_diff,recall_diff
[6],[2],0.9254587155963303,0.9254303738348495,0.9254506223192906,0.925412562094805,0.0034403669724770714,0.003471142028919516,0.003200306263664854,0.003588869243074777
